Store,Date,Weekly_Sales_Store,IsHoliday,Temperature,Fuel_Price,MarkDown1,MarkDown2,MarkDown3,MarkDown4,MarkDown5,CPI,Unemployment,Type,Size,Total Markdown,Total Sales,SalesPerSqFt,
1,11/6/2010,1542561.09,FALSE,80.43,2.668,0,0,0,0,0,211.4560951,7.808,A,151315,0,1542561.09,10.19436996,
1,18/6/2010,1503284.06,FALSE,84.11,2.637,0,0,0,0,0,211.4537719,7.808,A,151315,0,1503284.06,9.934798665,
1,25/6/2010,1422711.6,FALSE,84.34,2.653,0,0,0,0,0,211.3386526,7.808,A,151315,0,1422711.6,9.402317021,
1,2/7/2010,1492418.14,FALSE,80.91,2.669,0,0,0,0,0,211.2235333,7.787,A,151315,0,1492418.14,9.862988732,
1,9/7/2010,1546074.18,FALSE,80.48,2.642,0,0,0,0,0,211.108414,7.787,A,151315,0,1546074.18,10.21758702,
1,16/7/2010,1448938.92,FALSE,83.15,2.623,0,0,0,0,0,211.1003854,7.787,A,151315,0,1448938.92,9.575646301,
1,23/7/2010,1385065.2,FALSE,83.36,2.608,0,0,0,0,0,211.2351443,7.787,A,151315,0,1385065.2,9.153522123,
1,30/7/2010,1371986.6,FALSE,81.84,2.64,0,0,0,0,0,211.3699032,7.787,A,151315,0,1371986.6,9.067089185,
1,6/8/2010,1605491.78,FALSE,87.16,2.627,0,0,0,0,0,211.5046621,7.787,A,151315,0,1605491.78,10.6102619,
1,13/8/2010,1508237.76,FALSE,87,2.692,0,0,0,0,0,211.6394211,7.787,A,151315,0,1508237.76,9.967536331,
1,20/8/2010,1513080.49,FALSE,86.65,2.664,0,0,0,0,0,211.6033633,7.787,A,151315,0,1513080.49,9.999540627,
1,27/8/2010,1449142.92,FALSE,85.22,2.619,0,0,0,0,0,211.5673056,7.787,A,151315,0,1449142.92,9.576994482,
1,3/9/2010,1540163.53,FALSE,81.21,2.577,0,0,0,0,0,211.5312479,7.787,A,151315,0,1540163.53,10.17852513,
1,10/9/2010,1507460.69,TRUE,78.69,2.565,0,0,0,0,0,211.4951902,7.787,A,151315,0,1507460.69,9.962400886,
1,17/9/2010,1430378.67,FALSE,82.11,2.582,0,0,0,0,0,211.5224596,7.787,A,151315,0,1430378.67,9.452986617,
1,24/9/2010,1351791.03,FALSE,80.94,2.624,0,0,0,0,0,211.5972246,7.787,A,151315,0,1351791.03,8.933622113,
1,1/10/2010,1453329.5,FALSE,71.89,2.603,0,0,0,0,0,211.6719895,7.838,A,151315,0,1453329.5,9.604662459,
1,8/10/2010,1508239.93,FALSE,63.93,2.633,0,0,0,0,0,211.7467544,7.838,A,151315,0,1508239.93,9.967550672,
1,15/10/2010,1459409.1,FALSE,67.18,2.72,0,0,0,0,0,211.8137436,7.838,A,151315,0,1459409.1,9.644840895,
1,22/10/2010,1345454,FALSE,69.86,2.725,0,0,0,0,0,211.8612937,7.838,A,151315,0,1345454,8.891742392,
1,29/10/2010,1384209.22,FALSE,69.64,2.716,0,0,0,0,0,211.9088438,7.838,A,151315,0,1384209.22,9.147865182,
1,5/11/2010,1551659.28,FALSE,58.74,2.689,0,0,0,0,0,211.9563939,7.838,A,151315,0,1551659.28,10.25449744,
1,12/11/2010,1494479.49,FALSE,59.61,2.728,0,0,0,0,0,212.003944,7.838,A,151315,0,1494479.49,9.876611638,
1,19/11/2010,1483784.18,FALSE,51.41,2.771,0,0,0,0,0,211.8896737,7.838,A,151315,0,1483784.18,9.805929221,
1,26/11/2010,1955624.11,TRUE,64.52,2.735,0,0,0,0,0,211.7484333,7.838,A,151315,0,1955624.11,12.92419198,
1,3/12/2010,1548033.78,FALSE,49.27,2.708,0,0,0,0,0,211.607193,7.838,A,151315,0,1548033.78,10.23053749,
1,10/12/2010,1682614.26,FALSE,46.33,2.843,0,0,0,0,0,211.4659526,7.838,A,151315,0,1682614.26,11.11994356,
1,17/12/2010,1891034.93,FALSE,49.84,2.869,0,0,0,0,0,211.4053124,7.838,A,151315,0,1891034.93,12.49733952,
1,24/12/2010,2387950.2,FALSE,52.33,2.886,0,0,0,0,0,211.4051222,7.838,A,151315,0,2387950.2,15.78131844,
1,31/12/2010,1367320.01,TRUE,48.43,2.943,0,0,0,0,0,211.4049321,7.838,A,151315,0,1367320.01,9.036248951,
1,7/1/2011,1444732.28,FALSE,48.27,2.976,0,0,0,0,0,211.4047419,7.742,A,151315,0,1444732.28,9.547845752,
1,14/1/2011,1391013.96,FALSE,35.4,2.983,0,0,0,0,0,211.4574109,7.742,A,151315,0,1391013.96,9.192835872,
1,21/1/2011,1327405.42,FALSE,44.04,3.016,0,0,0,0,0,211.8272343,7.742,A,151315,0,1327405.42,8.772464197,
1,28/1/2011,1316899.31,FALSE,43.83,3.01,0,0,0,0,0,212.1970577,7.742,A,151315,0,1316899.31,8.703032151,
1,4/2/2011,1606629.58,FALSE,42.27,2.989,0,0,0,0,0,212.5668812,7.742,A,151315,0,1606629.58,10.61778132,
1,11/2/2011,1649614.93,TRUE,36.39,3.022,0,0,0,0,0,212.9367046,7.742,A,151315,0,1649614.93,10.90185989,
1,18/2/2011,1686842.78,FALSE,57.36,3.045,0,0,0,0,0,213.2478853,7.742,A,151315,0,1686842.78,11.14788871,
1,25/2/2011,1456800.28,FALSE,62.9,3.065,0,0,0,0,0,213.535609,7.742,A,151315,0,1456800.28,9.627599907,
1,4/3/2011,1636263.41,FALSE,59.58,3.288,0,0,0,0,0,213.8233327,7.742,A,151315,0,1636263.41,10.8136233,
1,11/3/2011,1553191.63,FALSE,53.56,3.459,0,0,0,0,0,214.1110564,7.742,A,151315,0,1553191.63,10.26462433,
1,18/3/2011,1576818.06,FALSE,62.76,3.488,0,0,0,0,0,214.3627114,7.742,A,151315,0,1576818.06,10.42076503,
1,25/3/2011,1541102.38,FALSE,69.97,3.473,0,0,0,0,0,214.5999389,7.742,A,151315,0,1541102.38,10.18472974,
1,1/4/2011,1495064.75,FALSE,59.17,3.524,0,0,0,0,0,214.8371664,7.682,A,151315,0,1495064.75,9.880479463,
1,8/4/2011,1614259.35,FALSE,67.84,3.622,0,0,0,0,0,215.0743939,7.682,A,151315,0,1614259.35,10.66820441,
1,15/4/2011,1559889,FALSE,71.27,3.743,0,0,0,0,0,215.2918561,7.682,A,151315,0,1559889,10.30888544,
1,22/4/2011,1564819.81,FALSE,72.99,3.807,0,0,0,0,0,215.4599053,7.682,A,151315,0,1564819.81,10.34147183,
1,29/4/2011,1455090.69,FALSE,72.03,3.81,0,0,0,0,0,215.6279544,7.682,A,151315,0,1455090.69,9.616301689,
1,6/5/2011,1629391.28,FALSE,64.61,3.906,0,0,0,0,0,215.7960035,7.682,A,151315,0,1629391.28,10.76820725,
1,13/5/2011,1604775.58,FALSE,75.64,3.899,0,0,0,0,0,215.9640526,7.682,A,151315,0,1604775.58,10.60552873,
1,20/5/2011,1428218.27,FALSE,67.63,3.907,0,0,0,0,0,215.7339202,7.682,A,151315,0,1428218.27,9.438709117,
1,27/5/2011,1466046.67,FALSE,77.72,3.786,0,0,0,0,0,215.5037878,7.682,A,151315,0,1466046.67,9.688706804,
1,3/6/2011,1635078.41,FALSE,83,3.699,0,0,0,0,0,215.2736553,7.682,A,151315,0,1635078.41,10.80579196,
1,10/6/2011,1588948.32,FALSE,83.13,3.648,0,0,0,0,0,215.0435229,7.682,A,151315,0,1588948.32,10.50093064,
1,17/6/2011,1532114.86,FALSE,86.41,3.637,0,0,0,0,0,214.9980596,7.682,A,151315,0,1532114.86,10.12533364,
1,24/6/2011,1438830.15,FALSE,83.58,3.594,0,0,0,0,0,215.0910982,7.682,A,151315,0,1438830.15,9.508840168,
1,1/7/2011,1488538.09,FALSE,85.55,3.524,0,0,0,0,0,215.1841368,7.962,A,151315,0,1488538.09,9.837346529,
1,8/7/2011,1534849.64,FALSE,85.83,3.48,0,0,0,0,0,215.2771754,7.962,A,151315,0,1534849.64,10.14340706,
1,15/7/2011,1455119.97,FALSE,88.54,3.575,0,0,0,0,0,215.3611087,7.962,A,151315,0,1455119.97,9.616495192,
1,22/7/2011,1396926.82,FALSE,85.77,3.651,0,0,0,0,0,215.4222784,7.962,A,151315,0,1396926.82,9.231912368,
1,29/7/2011,1352219.79,FALSE,86.83,3.682,0,0,0,0,0,215.4834482,7.962,A,151315,0,1352219.79,8.936455672,
1,5/8/2011,1624383.75,FALSE,91.65,3.684,0,0,0,0,0,215.544618,7.962,A,151315,0,1624383.75,10.73511384,
1,12/8/2011,1525147.09,FALSE,90.76,3.638,0,0,0,0,0,215.6057878,7.962,A,151315,0,1525147.09,10.07928553,
1,19/8/2011,1530761.43,FALSE,89.94,3.554,0,0,0,0,0,215.6693107,7.962,A,151315,0,1530761.43,10.11638919,
1,26/8/2011,1464693.46,FALSE,87.96,3.523,0,0,0,0,0,215.7332258,7.962,A,151315,0,1464693.46,9.679763804,
1,2/9/2011,1550229.22,FALSE,87.83,3.533,0,0,0,0,0,215.7971409,7.962,A,151315,0,1550229.22,10.24504656,
1,9/9/2011,1540471.24,TRUE,76,3.546,0,0,0,0,0,215.861056,7.962,A,151315,0,1540471.24,10.1805587,
1,16/9/2011,1514259.78,FALSE,79.94,3.526,0,0,0,0,0,216.0410526,7.962,A,151315,0,1514259.78,10.00733424,
1,23/9/2011,1380020.27,FALSE,75.8,3.467,0,0,0,0,0,216.3758246,7.962,A,151315,0,1380020.27,9.120181542,
1,30/9/2011,1394561.83,FALSE,79.69,3.355,0,0,0,0,0,216.7105965,7.962,A,151315,0,1394561.83,9.216282788,
1,7/10/2011,1630989.95,FALSE,69.31,3.285,0,0,0,0,0,217.0453684,7.866,A,151315,0,1630989.95,10.77877243,
1,14/10/2011,1493525.93,FALSE,71.74,3.274,0,0,0,0,0,217.3552733,7.866,A,151315,0,1493525.93,9.870309817,
1,21/10/2011,1502562.78,FALSE,63.71,3.353,0,0,0,0,0,217.5159762,7.866,A,151315,0,1502562.78,9.93003192,
1,28/10/2011,1445249.09,FALSE,66.57,3.372,0,0,0,0,0,217.6766791,7.866,A,151315,0,1445249.09,9.55126121,
1,4/11/2011,1697229.58,FALSE,54.98,3.332,0,0,0,0,0,217.837382,7.866,A,151315,0,1697229.58,11.21653227,
1,11/11/2011,1594938.89,FALSE,59.11,3.297,10382.9,6115.67,215.07,2406.62,6551.42,217.9980849,7.866,A,151315,25671.68,1620610.57,10.71017791,
1,18/11/2011,1539483.7,FALSE,62.25,3.308,6074.12,254.39,51.98,427.39,5988.57,218.2205088,7.866,A,151315,12796.45,1552280.15,10.2586006,
1,25/11/2011,2033320.66,TRUE,60.14,3.236,410.31,98,55805.51,8,554.92,218.4676211,7.866,A,151315,56876.74,2090197.4,13.81355054,
1,2/12/2011,1584083.95,FALSE,48.91,3.172,5629.51,68,1398.11,2084.64,20475.32,218.7147333,7.866,A,151315,29655.58,1613739.53,10.66476906,
1,9/12/2011,1799682.38,FALSE,43.93,3.158,4640.65,19,105.02,3639.42,14461.82,218.9618456,7.866,A,151315,22865.91,1822548.29,12.0447298,
1,16/12/2011,1881176.67,FALSE,51.63,3.159,5011.32,67,347.37,225.79,4011.37,219.1794533,7.866,A,151315,9662.85,1890839.52,12.49604811,
1,23/12/2011,2270188.99,FALSE,47.96,3.112,2725.36,40.48,634.7,24.9,2739.43,219.3577216,7.866,A,151315,6164.87,2276353.86,15.04380835,
1,30/12/2011,1497462.72,TRUE,44.55,3.129,5762.1,46011.38,260.36,983.65,4735.78,219.5359898,7.866,A,151315,57753.27,1555215.99,10.27800278,
1,6/1/2012,1550369.92,FALSE,49.01,3.157,6277.39,21813.16,143.1,1450.13,8483,219.7142581,7.348,A,151315,38166.78,1588536.7,10.49821036,
1,13/1/2012,1459601.17,FALSE,48.53,3.261,5183.29,8025.87,42.24,453.08,3719.38,219.8925263,7.348,A,151315,17423.86,1477025.03,9.761259822,
1,20/1/2012,1394393.84,FALSE,54.11,3.268,4139.87,2807.19,33.88,500.62,3400.21,219.9856893,7.348,A,151315,10881.77,1405275.61,9.287087268,
1,27/1/2012,1319325.59,FALSE,54.26,3.29,1164.46,1082.74,44,11,1222.19,220.0788523,7.348,A,151315,3524.39,1322849.98,8.742358524,
1,3/2/2012,1636339.65,FALSE,56.55,3.36,34577.06,3579.21,160.53,32403.87,5630.4,220.1720153,7.348,A,151315,76351.07,1712690.72,11.31871077,
1,10/2/2012,1802477.43,TRUE,48.02,3.409,13925.06,6927.23,101.64,8471.88,6886.04,220.2651783,7.348,A,151315,36311.85,1838789.28,12.15206212,
1,17/2/2012,1819870,FALSE,45.32,3.51,9873.33,11062.27,9.8,8409.31,3402.66,220.4257586,7.348,A,151315,32757.37,1852627.37,12.24351432,
1,24/2/2012,1539387.83,FALSE,57.25,3.555,9349.61,7556.01,3.2,1219.92,8143.59,220.636902,7.348,A,151315,26272.33,1565660.16,10.34702548,
1,2/3/2012,1688420.76,FALSE,60.96,3.63,15441.4,1569,10.8,25390.88,8067.61,220.8480454,7.348,A,151315,50479.69,1738900.45,11.4919238,
1,9/3/2012,1675431.16,FALSE,58.76,3.669,10331.04,151.88,6,671.43,5509.84,221.0591887,7.348,A,151315,16670.19,1692101.35,11.18264118,
1,16/3/2012,1677472.78,FALSE,64.74,3.734,4298.16,7.5,2.02,2724.65,2017.69,221.2118132,7.348,A,151315,9050.02,1686522.8,11.14577405,
1,23/3/2012,1511068.07,FALSE,65.93,3.787,6118.56,9.48,4.97,426.72,3657.22,221.2864126,7.348,A,151315,10216.95,1521285.02,10.05376215,
1,30/3/2012,1649604.63,FALSE,67.61,3.845,10309.58,0.5,10.25,1654.17,2642.78,221.3610119,7.348,A,151315,14617.28,1664221.91,10.99839348,
1,6/4/2012,1899676.88,FALSE,70.43,3.891,10121.97,0,77.98,3750.59,4510.72,221.4356112,7.143,A,151315,18461.26,1918138.14,12.67645732,
1,13/4/2012,1621031.7,FALSE,69.07,3.891,6186.19,3288.69,17.07,1822.55,1063.78,221.5102105,7.143,A,151315,12378.28,1633409.98,10.79476575,
1,20/4/2012,1521577.87,FALSE,66.76,3.877,2230.8,612.02,19.75,275.13,5747.1,221.5640737,7.143,A,151315,8884.8,1530462.67,10.11441476,
1,27/4/2012,1468928.37,FALSE,67.23,3.814,3221.25,0,35.49,577.14,6222.25,221.6179368,7.143,A,151315,10056.13,1478984.5,9.774209431,
1,4/5/2012,1684519.99,FALSE,75.55,3.749,21290.13,0,69.89,4977.35,3261.04,221.6718,7.143,A,151315,29598.41,1714118.4,11.32814592,
1,11/5/2012,1611096.05,FALSE,73.77,3.688,8351.4,0,10.52,2443.14,3127.88,221.7256632,7.143,A,151315,13932.94,1625028.99,10.73937805,
1,18/5/2012,1595901.87,FALSE,70.33,3.63,6154.14,0,45.11,1675.49,5508.18,221.742674,7.143,A,151315,13382.92,1609284.79,10.63532888,
1,25/5/2012,1555444.55,FALSE,77.22,3.561,4039.39,0,745.19,1429.96,3631.13,221.744944,7.143,A,151315,9845.67,1565290.22,10.34458064,
1,1/6/2012,1624477.58,FALSE,77.95,3.501,6086.21,12,370.51,148.75,3690.85,221.7472139,7.143,A,151315,10308.32,1634785.9,10.80385884,
1,8/6/2012,1697230.96,FALSE,78.3,3.452,8813.81,116.8,64.55,2652.04,7161.91,221.7494839,7.143,A,151315,18809.11,1716040.07,11.34084572,
1,15/6/2012,1630607,FALSE,79.35,3.393,5621.99,109.6,0.25,2420.28,3083.26,221.7626421,7.143,A,151315,11235.38,1641842.38,10.85049321,
1,22/6/2012,1527845.81,FALSE,78.39,3.346,8624.56,171.25,3.05,2524.07,7063.68,221.8030211,7.143,A,151315,18386.61,1546232.42,10.21863279,
1,29/6/2012,1540421.49,FALSE,84.88,3.286,3965.73,161.6,0,435.99,4212.97,221.8434,7.143,A,151315,8776.29,1549197.78,10.23823005,
1,6/7/2012,1769854.16,FALSE,81.57,3.227,12218.76,94.4,192.83,4066.01,6149.04,221.8837789,6.908,A,151315,22721.04,1792575.2,11.84664574,
1,13/7/2012,1527014.04,FALSE,77.12,3.256,7218.13,45.2,36.24,3909.38,2596.37,221.9241579,6.908,A,151315,13805.32,1540819.36,10.18285933,
1,20/7/2012,1497954.76,FALSE,80.42,3.311,3213,313.72,9.53,2262.02,3228.19,221.9327267,6.908,A,151315,9026.46,1506981.22,9.959232198,
1,27/7/2012,1439123.71,FALSE,82.66,3.407,7146.9,389.02,1.59,10267.54,4325.19,221.9412954,6.908,A,151315,22130.24,1461253.95,9.657033011,
1,3/8/2012,1631135.79,FALSE,86.11,3.417,27584.78,119.98,30.23,12007.04,4661.71,221.9498642,6.908,A,151315,44403.74,1675539.53,11.07318858,
1,10/8/2012,1592409.97,FALSE,85.05,3.494,11436.22,245,6.85,6964.26,4836.22,221.9584329,6.908,A,151315,23488.55,1615898.52,10.67903724,
1,17/8/2012,1597868.05,FALSE,84.85,3.571,3662.06,137.86,4.84,2752.2,3446.15,222.0384109,6.908,A,151315,10003.11,1607871.16,10.62598658,
1,24/8/2012,1494122.38,FALSE,77.66,3.62,6237.83,260.06,2.97,3463.03,7988.25,222.1719457,6.908,A,151315,17952.14,1512074.52,9.992892443,
1,31/8/2012,1582083.4,FALSE,80.49,3.638,21442.73,102.32,21.7,13209.64,3032.96,222.3054805,6.908,A,151315,37809.35,1619892.75,10.70543403,
1,7/9/2012,1661767.33,TRUE,83.96,3.73,5204.68,35.74,50.94,4120.32,2737.17,222.4390153,6.908,A,151315,12148.85,1673916.18,11.0624603,
1,14/9/2012,1517428.87,FALSE,74.97,3.717,17212.52,7,18.79,1523.11,7992.72,222.5820193,6.908,A,151315,26754.14,1544183.01,10.20508879,
1,21/9/2012,1506126.06,FALSE,69.87,3.721,6352.3,7.64,4.69,1010.06,6456.71,222.7818386,6.908,A,151315,13831.4,1519957.46,10.04498867,
1,28/9/2012,1437059.26,FALSE,76.08,3.666,3666.27,7.64,1.65,1417.96,4744.28,222.9816579,6.908,A,151315,9837.8,1446897.06,9.562152199,
1,5/10/2012,1670785.97,FALSE,68.55,3.617,8077.89,0,18.22,3617.43,3626.14,223.1814772,6.573,A,151315,15339.68,1686125.65,11.14314939,
1,12/10/2012,1573072.81,FALSE,62.99,3.601,2086.18,0,8.11,602.36,5926.45,223.3812965,6.573,A,151315,8623.1,1581695.91,10.45300142,
1,19/10/2012,1508068.77,FALSE,67.97,3.594,950.33,0,4.93,80.25,2312.85,223.4257233,6.573,A,151315,3348.36,1511417.13,9.98854793,
1,26/10/2012,1493659.74,FALSE,69.16,3.506,2585.85,31.75,6,1057.16,1305.01,223.4442513,6.573,A,151315,4985.77,1498645.51,9.90414374,
2,5/2/2010,2136989.46,FALSE,40.19,2.572,0,0,0,0,0,210.7526053,8.324,A,202307,0,2136989.46,10.56310192,
2,12/2/2010,2137809.5,TRUE,38.49,2.548,0,0,0,0,0,210.8979935,8.324,A,202307,0,2137809.5,10.56715536,
2,19/2/2010,2124451.54,FALSE,39.69,2.514,0,0,0,0,0,210.9451605,8.324,A,202307,0,2124451.54,10.5011272,
2,26/2/2010,1865097.27,FALSE,46.1,2.561,0,0,0,0,0,210.9759573,8.324,A,202307,0,1865097.27,9.219143529,
2,5/3/2010,1991013.13,FALSE,47.17,2.625,0,0,0,0,0,211.0067542,8.324,A,202307,0,1991013.13,9.841543446,
2,12/3/2010,1990483.78,FALSE,57.56,2.667,0,0,0,0,0,211.037551,8.324,A,202307,0,1990483.78,9.838926878,
2,19/3/2010,1946070.88,FALSE,54.52,2.72,0,0,0,0,0,210.8733316,8.324,A,202307,0,1946070.88,9.619394682,
2,26/3/2010,1750197.81,FALSE,51.26,2.732,0,0,0,0,0,210.6766095,8.324,A,202307,0,1750197.81,8.651197487,
2,2/4/2010,2066187.72,FALSE,63.27,2.719,0,0,0,0,0,210.4798874,8.2,A,202307,0,2066187.72,10.21313014,
2,9/4/2010,1954689.21,FALSE,65.41,2.77,0,0,0,0,0,210.2831653,8.2,A,202307,0,1954689.21,9.661994938,
2,16/4/2010,1874957.94,FALSE,68.07,2.808,0,0,0,0,0,210.1495463,8.2,A,202307,0,1874957.94,9.267884651,
2,23/4/2010,1821990.93,FALSE,65.11,2.795,0,0,0,0,0,210.1000648,8.2,A,202307,0,1821990.93,9.006069637,
2,30/4/2010,1802450.29,FALSE,66.98,2.78,0,0,0,0,0,210.0505833,8.2,A,202307,0,1802450.29,8.909480591,
2,7/5/2010,2042581.71,FALSE,71.28,2.835,0,0,0,0,0,210.0011018,8.2,A,202307,0,2042581.71,10.09644604,
2,14/5/2010,1880752.36,FALSE,73.31,2.854,0,0,0,0,0,209.9984585,8.2,A,202307,0,1880752.36,9.296526368,
2,21/5/2010,1896937.1,FALSE,74.83,2.826,0,0,0,0,0,210.2768443,8.2,A,202307,0,1896937.1,9.376527258,
2,28/5/2010,1957113.89,FALSE,81.13,2.759,0,0,0,0,0,210.5552301,8.2,A,202307,0,1957113.89,9.67398009,
2,4/6/2010,2102539.93,FALSE,81.81,2.705,0,0,0,0,0,210.833616,8.2,A,202307,0,2102539.93,10.39281849,
2,11/6/2010,2025538.76,FALSE,83.4,2.668,0,0,0,0,0,211.1120018,8.2,A,202307,0,2025538.76,10.01220304,
2,18/6/2010,2001636.96,FALSE,85.81,2.637,0,0,0,0,0,211.1096543,8.2,A,202307,0,2001636.96,9.894056854,
2,25/6/2010,1939927.09,FALSE,86.26,2.653,0,0,0,0,0,210.9950134,8.2,A,202307,0,1939927.09,9.589026035,
2,2/7/2010,2003940.64,FALSE,82.74,2.669,0,0,0,0,0,210.8803726,8.099,A,202307,0,2003940.64,9.905443905,
2,9/7/2010,1880902.62,FALSE,82.59,2.642,0,0,0,0,0,210.7657317,8.099,A,202307,0,1880902.62,9.297269101,
2,16/7/2010,1845879.79,FALSE,85.32,2.623,0,0,0,0,0,210.7577954,8.099,A,202307,0,1845879.79,9.124151858,
2,23/7/2010,1781717.71,FALSE,87.66,2.608,0,0,0,0,0,210.8921319,8.099,A,202307,0,1781717.71,8.806999807,
2,30/7/2010,1804246.16,FALSE,83.49,2.64,0,0,0,0,0,211.0264684,8.099,A,202307,0,1804246.16,8.918357546,
2,6/8/2010,1991909.98,FALSE,89.53,2.627,0,0,0,0,0,211.1608049,8.099,A,202307,0,1991909.98,9.84597656,
2,13/8/2010,1895601.05,FALSE,89.05,2.692,0,0,0,0,0,211.2951413,8.099,A,202307,0,1895601.05,9.369923186,
2,20/8/2010,1964335.23,FALSE,88.7,2.664,0,0,0,0,0,211.2596586,8.099,A,202307,0,1964335.23,9.709675048,
2,27/8/2010,1863840.49,FALSE,87.12,2.619,0,0,0,0,0,211.2241759,8.099,A,202307,0,1863840.49,9.212931288,
2,3/9/2010,1904608.09,FALSE,81.83,2.577,0,0,0,0,0,211.1886931,8.099,A,202307,0,1904608.09,9.414444829,
2,10/9/2010,1839128.83,TRUE,79.09,2.565,0,0,0,0,0,211.1532104,8.099,A,202307,0,1839128.83,9.09078198,
2,17/9/2010,1793903.6,FALSE,82.05,2.582,0,0,0,0,0,211.1806415,8.099,A,202307,0,1793903.6,8.867234451,
2,24/9/2010,1724557.22,FALSE,81.79,2.624,0,0,0,0,0,211.2552578,8.099,A,202307,0,1724557.22,8.524456494,
2,1/10/2010,1827440.43,FALSE,69.24,2.603,0,0,0,0,0,211.3298742,8.163,A,202307,0,1827440.43,9.033006421,
2,8/10/2010,1849921.44,FALSE,63.19,2.633,0,0,0,0,0,211.4044906,8.163,A,202307,0,1849921.44,9.144129664,
2,15/10/2010,1794355.49,FALSE,65.8,2.72,0,0,0,0,0,211.4713286,8.163,A,202307,0,1794355.49,8.869468135,
2,22/10/2010,1737947.64,FALSE,68.5,2.725,0,0,0,0,0,211.5187208,8.163,A,202307,0,1737947.64,8.590645109,
2,29/10/2010,1802755.11,FALSE,66.24,2.716,0,0,0,0,0,211.5661131,8.163,A,202307,0,1802755.11,8.910987311,
2,5/11/2010,1939061.41,FALSE,57.85,2.689,0,0,0,0,0,211.6135053,8.163,A,202307,0,1939061.41,9.584746993,
2,12/11/2010,1916812.74,FALSE,59.69,2.728,0,0,0,0,0,211.6608975,8.163,A,202307,0,1916812.74,9.474772203,
2,19/11/2010,1956739.17,FALSE,50.81,2.771,0,0,0,0,0,211.5470304,8.163,A,202307,0,1956739.17,9.672127855,
2,26/11/2010,2658725.29,TRUE,62.98,2.735,0,0,0,0,0,211.4062867,8.163,A,202307,0,2658725.29,13.1420331,
2,3/12/2010,2015781.27,FALSE,49.33,2.708,0,0,0,0,0,211.265543,8.163,A,202307,0,2015781.27,9.963971934,
2,10/12/2010,2378726.55,FALSE,45.5,2.843,0,0,0,0,0,211.1247993,8.163,A,202307,0,2378726.55,11.75800417,
2,17/12/2010,2609166.75,FALSE,47.55,2.869,0,0,0,0,0,211.0645458,8.163,A,202307,0,2609166.75,12.89706609,
2,24/12/2010,3436007.68,FALSE,49.97,2.886,0,0,0,0,0,211.0646599,8.163,A,202307,0,3436007.68,16.9841265,
2,31/12/2010,1750434.55,TRUE,47.3,2.943,0,0,0,0,0,211.064774,8.163,A,202307,0,1750434.55,8.652367689,
